Date,Description,Year
November 22,"nd, President John F. Kennedy was shot and killed as he rode through the streets of Dallas, Texas aboard the presidential motorcade. Lee Harvey Oswald was later identified as the lone assassin although his guilt was never proven in a court of law. While in police custody, Oswald himself was shot and killed by nightclub owner Jack Ruby.",1963
May 22,"nd, Mickey Mantle hit what is considered by many experts to be the longest homerun in Major League history. Batting left-handed against the visiting Kansas City A's at Yankee Stadium, Mantle opened the eleventh inning with a monumental blast off Bill Fisher that traveled three-hundred seventy-four feet from home plate, bouncing off of the third tier facade and falling just inches short of going out of the stadium. A senior physicist from the University of Arizona, Professor J.E. McDonald, calculated the estimated distance the ball would have traveled at six-hundred twenty feet.",1963
June 15,"th, Juan Marichal set two records after becoming the first Latin American pitcher AND only the second Giant (Carl Hubbell, 1929) to pitch a no-hitter during a 1-0 triumph over the Houston Colt 45s (Astros) at Candlestick Park.",1963
September 6,"th, Major League Baseball celebrated its 100,000th game with a classic match-up between the Cleveland Indians and Washington Senators at D.C. Stadium.",1963
April 11,", it all started with a triple - that particular triple was the first hit for future Hit King Pete Rose and the pitcher who served it up was Bob Friend of the Pittsburgh Pirates.",1963
