Year,Statistic,Name,Team,#
1972,Complete Games,Steve Carlton,Philadelphia,30
1972,ERA,Steve Carlton,Philadelphia,1.97
1972,Games,Clay Carroll,Cincinnati,65
1972,Saves,Clay Carroll,Cincinnati,37
1972,Shutouts,Don Sutton,Los Angeles,9
1972,Strikeouts,Steve Carlton,Philadelphia,310
1972,Winning Percentage,Gary Nolan,Cincinnati,.750
1972,Wins,Steve Carlton,Philadelphia,27
1972,Statistic,Name(s),Team(s),#
