Date,Description,Year
April 9,"th, the $31 million dollar, ultramodern indoor ballpark known as the ""Astrodome"" debuted with an exhibition game between the Houston Astros and the New York Yankees. President Lyndon B. Johnson and Texas Governor John Connally were among the 47,000+ plus fans who witnessed the first ever, indoor home run courtesy of Mickey Mantle.",1965
December 9,"th, Branch Rickey, the man who helped Jackie Robinson break through baseball's color barrier by signing him with the Brooklyn Dodgers, died at the age of eighty-three.",1965
April 12,", the Houston Astrodome hosted its first regular season game. Dick Allen of the Phillies hit the first home run which drove in 2 runs and ultimately defeated the home town Astros 2-0.",1965
August 19,", Jim Maloney of the Reds pitched against the Cubs who took him into extra innings, but Leo Cardenas went deep to give Maloney his first no hitter.",1965
September 13,", Willie Mays became the fifth member of the 500 Home Runs Club when he blasted a Don Nottebart pitch in the Astrodome over the outfield wall.",1965
