Date,Description,Year
"January 20, 2025","Donald Trump was inaugurated as the 47th President of the United States on January 20, 2025, marking his return to the presidency after losing the 2020 election. This makes Trump the second U.S. President in history to serve non-consecutive terms, following Grover Cleveland, who was both the 22nd and 24th president. Cleveland lost his re-election bid in 1888 but returned to defeat Benjamin Harrison in 1892.",2025
"July 19, 2025","The New York Mets will retire David Wright's iconic No. 5 in a ceremony on July 19, 2025, at Citi Field. Wright, often referred to as Captain America, spent his entire career with the Mets and is celebrated for his leadership, seven All-Star appearances, and numerous franchise records.",2025
"January 16, 2025","Bob Uecker, affectionately known as Mr. Baseball, passed away on January 16, 2025, at the age of 90, following a private battle with small-cell lung cancer. Uecker's career began as a backup catcher in Major League Baseball, where he played from 1962 to 1967, including a World Series win with the St. Louis Cardinals in 1964. However, it was his post-playing career that cemented his legacy; his ability to connect with fans, players, and audiences worldwide. He was more than a broadcaster; he was a cultural icon whose humor and passion for the game brought joy to countless lives. His passing leaves a void in the baseball community, but his impact and legacy will endure for generations.",2025
