Date,Description,Year
September 8,"th, the Cleveland Indians clinched the American League Central Division after their one-hundred twenty-third game of the season. The feat marked the fastest that any team had ever won a title and moved the Tribe ahead in the American League race by a staggering 23½ games over their closest competitor, the Kansas City Royals.",1995
May 6,"th, seven National League games resulted in a combined one-hundred eighteen runs that tied the record for the highest-scoring day in National League history. Seven of the fourteen teams scored at least ten runs, led by the Los Angeles Dodgers who totaled seventeen in their win over the Colorado Rockies. Ten days later, the Chicago Cubs, New York Mets, San Diego Padres, and Pittsburgh Pirates all tossed shutouts.",1995
August 18,", Tom Henke pitched his three-hundredth career save in a 4-3 victory over the Atlanta Braves.",1995
September 19,", Andres Galarraga hits his thirtieth home run making the Rockies only the second club in history with four thirty home run players.",1995
October 1,", the Colorado Rockies made it to the postseason faster than any other expansion club in history.",1995
