Date,Description,Year
February 26,"more than 1,000 lb. of explosives shook the north tower of the World Trade Center in New York leaving six people dead and over one thousand injured. The incident marked the first time in modern history that a terrorist attack was launched on American soil. Unfortunately, it would not be the last.",1993
July 7,"th, the Los Angeles Dodgers and Philadelphia Phillies went head-to-head in a twenty-inning marathon that lasted six hours and ten minutes. The grueling contest finally ended after Lenny Dykstra hit a clutch, bases-loaded two-run double off Rod Nichols for the 7-6 finale.",1993
May 27,", Dale Murphy resigned from Major League baseball two home runs shy of number four-hundred.",1993
July 7,", Tom Browning left the dugout in Wrigley Field and went to watch the game from the roof of the three-story building on Sheffield Avenue! He was later fined $500 by Major League Baseball for his ""unusual behavior.""",1993
September 7,", Mark Whiten accomplished one of the rarest feats in baseball when he blasted four home runs during the same game.",1993
