Date,Description,Year
April 14,"th, Boston played their first game under the new nickname, the ""Red Sox"" and christened it with a 3-1 win over the Washington Senators at the Huntington Avenue Baseball Grounds.",1908
May 23,"rd, New York Giants third baseman Art Devlin tied a Major League record by handling thirteen total chances during a 6-2 loss to the St. Louis Cardinals.",1908
July 4,", Hooks Wiltse of New York missed a perfect game, but still tossed a no-hitter, when he hit the twenty-seventh batter with a pitch.",1908
