Date,Description,Year
June 9,"th at the Baker Bowl, Pittsburgh Pirate legend Honus Wagner joined Cap Anson as the only other member of the ""3,000 Hit Club."" Wagner collected the historic double off the Philadelphia Phillies' Erskine Mayer in the ninth-inning of his two-thousand three-hundred thirty second game.",1914
May 6,"th, Pittsburgh Rebel Ed Lennox collected the only Federal League cycle during a 10-4 win over the Kansas City Packers.",1914
April 22,"nd, a nineteen year-old pitcher named Babe Ruth made his debut in the International League with a six-hit, 6-0 win for Baltimore over Buffalo. The second batter he faced was Joe McCarthy, the manager he would later play for as a New York Yankee.",1914
