Year,Statistic,Name,Team,#
1977,Base on Balls,Gene Tenace,San Diego,125
1977,Batting Average,Dave Parker,Pittsburgh,.338
1977,Doubles,Dave Parker,Pittsburgh,44
1977,Hits,Dave Parker,Pittsburgh,215
1977,Home Runs,George Foster,Cincinnati,52
1977,On Base Percentage,Reggie Smith,Los Angeles,.432
1977,RBI,George Foster,Cincinnati,149
1977,Runs,George Foster,Cincinnati,124
1977,Slugging Average,George Foster,Cincinnati,.631
1977,Stolen Bases,Frank Taveras,Pittsburgh,70
1977,Total Bases,George Foster,Cincinnati,388
1977,Triples,GarryTempleton,St. Louis,18
1977,Statistic,Name(s),Team(s),#
