Date,Description,Year
September 11,", tributes around the nation showcased American emotion and patriotic pride on the one-year anniversary of the terrorist attacks on the United States. Major League Baseball held special opening ceremonies in every ballpark operating that day.",2002
July 15,", Chris Reitsma pitched a 2-0 complete game victory for his Cincinnati Reds - the first complete game tossed by a Reds' pitcher since July 28, 2001 (a National League record one-hundred fifty game span).",2002
