Date,Description,Year
April 27,"th, the Chicago White Sox won their third 1-0 game over the St. Louis Browns in three days, setting an early American League record for consecutive 1-0 wins. Hits in all three games (by both teams combined) totaled a meager eighteen.",1909
July 3,"rd, the St. Louis Cardinals tied an unwanted Major League mark after committing seventeen individual errors during a doubleheader loss to the Cincinnati Reds, (10-2 and 13-7).",1909
July 28,", National League president Henry Pulliam shot himself in the head in his room at the New York Athletic Club. At a banquet in February, Pulliam forecasted this event when he said, ""My days as a baseball man are numbered. The National League does not want me as president anymore.""",1909
