Year,Statistic,Name,Team,#
1893,Complete Games,Amos Rusie,New York,50
1893,ERA,Ted Breitenstein,St. Louis,3.18
1893,Games,Amos Rusie,New York,56
1893,Saves,Mark Baldwin,New York,2
1893,Shutouts,Red Ehret,Pittsburgh,4
1893,Strikeouts,Amos Rusie,New York,208
1893,Winning Percentage,Hank Gastright,Pittsburgh,.750
1893,Wins,Frank Killen,Pittsburgh,36
1893,Statistic,Name(s),Team(s),#
