Date,Description,Year
May 6,"th, the German blimp ""Hindenburg"" burst into flames two-hundred feet over its intended landing spot at New Jersey's Lakehurst Naval Air Station. Thirty-five people on board the flight were killed (thirteen passengers and twenty-two crewmen), along with one crewman on the ground. The giant flying zeppelin measured eight-hundred three feet in length and weighed approximately two-hundred forty-two tons, but still managed a top speed of just over eighty miles per hour. As it reached its final destination in New Jersey, it hovered over its landing spot and was beginning to be pulled down to the ground by landing lines by over two-hundred crewmen when disaster struck. A small burst of flame started just forward of the upper fin, then blossomed into an inferno that quickly engulfed the dirigible's tail.",1937
July 25,"th, Mel Almada of the Washington Senators tied a Major League record by scoring five runs himself in the first game of a doubleheader against the St. Louis Browns. Almada added four more in the second game setting another Major League record for most individual runs in an eighteen inning period.",1937
December 6,"th, the Boston Red Sox acquired the contract of an up-and-coming nineteen year-old named Ted Williams. Signed at the age of seventeen by his hometown San Diego Padres, Williams produced adequate numbers in the tough Pacific Coast League but improved beyond his years (and peers) while playing for the American Association in Minneapolis.",1937
May 3,"rd, the New York Giants tied an unusual Major League record after playing an entire nine inning game against the Boston Bees without a single chance for their outfielders. The Bees outfield managed only three chances themselves and went on to win 3-1.",1937
June 5,", the St. Louis Cardinals took a chance and signed a 16 year-old pitcher to his first professional contract - that particular pitcher was none other than Stan Musial.",1937
June 25,", Augie Galan of the Chicago Cubs hit a home run batting left-handed then one inning later went deep hitting right-handed. The Cubs beat the Dodgers 11-to-2 and Galan earned the distinction of being the first National League player to hit switch home runs during the same game.",1937
September 29,", New York Giants' pitcher Cliff Melton defeated the Phillies 6-to-3 and won his 20th game of the season. Three days later the Phillies lost 7-to-1 again, but this time to Jim Turner of the Braves - who recorded his 20th win of the season. One day later the Phillies lost 6-to-0 to Lou Fette who ALSO won his 20th game of the season.",1937
