Year,Statistic,Name,Team,#
1984,Base on Balls,Gary Matthews,Chicago,103
1984,Batting Average,Tony Gwynn,San Diego,.351
1984,Doubles,Tim Raines,Montreal,38
1984,Hits,Tony Gwynn,San Diego,213
1984,Home Runs,Dale Murphy,Atlanta,36
1984,On Base Percentage,Gary Matthews,Chicago,.417
1984,RBI,Gary Carter,Montreal,106
1984,Runs,Ryne Sandberg,Chicago,114
1984,Slugging Average,Dale Murphy,Atlanta,.547
1984,Stolen Bases,Tim Raines,Montreal,75
1984,Total Bases,Dale Murphy,Atlanta,332
1984,Triples,Juan Samuel,Philadelphia,19
1984,Statistic,Name(s),Team(s),#
