Date,Description,Year
August 23,"rd, the Commonwealth of Massachusetts executed two Italian immigrants for a double murder. It was widely believed that the men's reputation as anarchists prevented them from receiving a fair trial and the case remains one of the most controversial in American history. On April 15, 1920, a paymaster for a shoe company in South Braintree, Massachusetts, and his guard were shot and killed by two men who escaped with over $15,000. It was thought from reports of witnesses that the murderers were Italians. The suspects, Nicola Sacco and Bartolomeo Vanzetti were later arrested. Neither, however, had a criminal record, nor was there any evidence of their having had any of the money. In July of 1921, they were found guilty after a trial in Dedham, Massachusetts, and sentenced to death. Years later it was determined that Sacco was probably guilty of the crime, but that Vanzetti was innocent.",1927
May 30,"th, Washington Senators ace Walter Johnson tossed the final shutout of his career (number one-hundred ten) with a three hit, 3-0 victory over the Boston Red Sox. The ""Big Train"" went on to retire at the end of the season, but eventually returned to the majors as a manager for both the Senators and Cleveland Indians.",1927
May 3,"rd, Jess Barnes (Brooklyn Dodgers) and Virgil Barnes (New York Giants) combined for the first match-up in Major League history between two brothers. Jess pitched the last seven innings, surrendering runs in the seventh and eighth, while Virgil allowed twelve hits in the first seven 2/3 innings, and finished with a 7-6 loss.",1927
April 12,", Bill Terry of the New York Giants made history when during the fifth inning he connected for the first EVER Opening Day grand slam.",1927
May 30,", Jimmy Cooney, the Cubs's shortstop, caught a liner hit by Paul Waner to record the first out in the fourth inning of a game versus the Pittsburgh Pirates. Immediately after he caught the hard hit ball, Cooney stepped on second where Lloyd Waner was once standing (second out). Then Cooney casually tagged Clyde Barnhart who was coming in hard from first and the unassisted triple play was ""in the books.""",1927
July 27,", future 500 Home Runs Club member Mel Ott went deep for the first time in his Major League career. However, did you know that it was also an inside the park home run AND the only time he would hit an inside the park variation during his big league career?",1927
