Year,Statistic,Name,Team,#
1878,Complete Games,Tommy Bond,Boston,57
1878,ERA,John Ward,Providence,1.51
1878,Games,Tommy Bond,Boston,59
1878,Saves,Tom Healey,Providence,2
1878,Shutouts,Tommy Bond,Boston,9
1878,Strikeouts,Tommy Bond,Boston,182
1878,Winning Percentage,Harry Wheeler,Providence,.857
1878,Wins,Tommy Bond,Boston,40
1878,Statistic,Name(s),Team(s),#
