Date,Description,Year
July 7,"th, the St. Louis Browns and Chicago White Sox met for a twelve inning marathon in which not a single strikeout was recorded. The 10-8 decision still remains the longest game in Major League history not to record a single ""K"".",1931
February 15,"th, the New York Yankees' spring training facility in St. Petersburg, Florida was officially renamed ""Miller Huggins Field"" in honor of the team's late manager.",1931
April 2,"nd, a seventeen-year-old female named Jackie Mitchell from the Double A ""Chattanooga Lookouts"" took the mound against the mighty New York Yankees in a spring training exhibition. Mitchell, mainly a ""gate attraction"", boasted a single pitch, which was a wicked, dropping curve ball. The first two batters she faced from ""Murderers Row"" were Babe Ruth and Lou Gehrig. After seven pitches Mitchell fanned the ""Sultan of Swat"" AND the ""Iron Horse,"" back-to-back.",1931
May 18,", Babe Herman hit for the cycle. On July 24, 1931, Herman hit for the cycle again and became the first National League player to hit for the cycle twice during the same season.",1931
September 13,", player-manager Rogers Hornsby made the correct call when he sent himself in to pinch-hit during the eleventh inning and responded with a game winning grand slam against the Braves.",1931
