Date,Description,Year
April 29,"th, Brooklyn Dodgers relief pitcher Clise Dudley became the first player ever to hit a home run against the first pitch he saw. Claude Willoughby of the Philadelphia Phillies gave up the inaugural round-tripper en route to an 8-3 victory. Amazingly Dudley would go on to hit only two more home runs in his four Major League years.",1929
August 3,"rd, the Chicago Cubs voiced their complaint about the ragged sleeve on the pitching arm of Brooklyn Dodger ace Dazzy Vance (an old trick to distract the hitter). Soon after, a Major League rule was passed that required all pitchers to maintain neat attire. The mandate would expand over the years to include caps, gloves, glasses and other visual deterrents.",1929
September 25,"th, New York Yankees manager Miller Huggins died from accidental blood poisoning at New York's St. Vincent Hospital at the age of forty-nine. On the day of his funeral in Cincinnati, the American League canceled all games. Yankees coach Art Fletcher remained, as interim skipper, and Bob Shawkey was brought in as the official manager for the 1930 season.",1929
June 3,", Dutch Leonard, a left-handed pitcher, tossed a no-hitter. On May 8, 1929, Carl Hubbell became the next left-hander to toss a gem when he blanked the Pirates 11-to-0.",1929
