Date,Description,Year
June 21,"st, Mickey Mantle became the first New York Yankee ever to hit a home run to straight-away center at Yankee Stadium. The epic blast traveled well over the thirty-foot hitter's backdrop and landed in the ninth row of bleachers for an estimated total of four-hundred eighty-six feet.",1955
July 9,"th, Chicago newspaperman Arch Ward, the originator of the All-Star Game, died suddenly at the age of fifty-eight on the way to cover his twenty-second Midsummer Classic. Ward was the sports editor of the Chicago Tribune and was also credited with initiating the All-Star College Football Game and the All-America Football Conference.",1955
August 15,", National Baseball Hall of Fame pitcher Warren Spahn hit a home run in Sportsman's Park giving him a home run in every single National League ballpark.",1955
October 25,", baseball legend and future hall of fame executive Branch Rickey left the Pirates organization and retired from Major League Baseball.",1955
