Year,Statistic,Name,Team,#
1960,Base on Balls,Richie Ashburn,Chicago,116
1960,Batting Average,Dick Groat,Pittsburgh,.325
1960,Doubles,Vada Pinson,Cincinnati,37
1960,Hits,Willie Mays,San Francisco,190
1960,Home Runs,Ernie Banks,Chicago,41
1960,On Base Percentage,Richie Ashburn,Chicago,.416
1960,RBI,Hank Aaron,Milwaukee,126
1960,Runs,Bill Bruton,Milwaukee,112
1960,Slugging Average,Frank Robinson,Cincinnati,.595
1960,Stolen Bases,Maury Wills,Los Angeles,50
1960,Total Bases,Hank Aaron,Milwaukee,334
1960,Triples,Bill Bruton,Milwaukee,13
1960,Statistic,Name(s),Team(s),#
