Year,Statistic,Name,Team,#
1908,Complete Games,Christy Mathewson,New York,34
1908,ERA,Christy Mathewson,New York,1.43
1908,Games,Christy Mathewson,New York,56
1908,Saves,Mordecai Brown,Chicago,5
1908,Shutouts,Christy Mathewson,New York,11
1908,Strikeouts,Christy Mathewson,New York,259
1908,Winning Percentage,Ed Reulbach,Chicago,.774
1908,Wins,Christy Mathewson,New York,37
1908,Statistic,Name(s),Team(s),#
