Date,Description,Year
April 4,"th, a lone assassin later identified as James Earl Ray, shot and killed America's leading civil rights activist Dr. Martin Luther King as he stood on a balcony at the Lorraine Motel in Memphis, Tennessee. A Baptist preacher, King had been on the forefront of the non-violent struggle to obtain civil rights for black Americans everywhere.",1968
September 22,", Cesar Tovar of the Minnesota Twins accomplished a rare and remarkable feat, becoming just the second player in MLB history to play all nine positions in a single game—matching the legendary performance of Bert Campaneris in 1965. In a twist of fate, the first batter Tovar faced as a pitcher was none other than Campaneris himself, who fouled out in his opening at-bat. Despite the historic spectacle, the Twins fell to the visiting Oakland Athletics in a tight 2-1 contest.",1968
June 14,"th, Hank Aaron joined the ""500 Home Run Club"" with a three-run, four-hundred foot shot over the left-center field fence courtesy of the San Francisco Giants' Mike McCormick. ""Hammerin"" Hank became only the eighth player in Major League history to accomplish the feat which was sweetened by a 4-2 Atlanta Braves victory.",1968
April 19,", Nolan Ryan threw nine pitches during the third inning and all nine were strikes against the Los Angeles Dodgers. Ryan became only the seventh National League pitcher in history to accomplish this unique pitching feat.",1968
July 14,", Hank Aaron hit his 500th career home run against Mike McCormick and became the first player in Major League history with both 500 home runs and 3,000 career hits.",1968
