Date,Description,Year
March 20,"th, at Norfolk, Virginia, the U.S.S. Langely was commissioned as the first United States Naval Aircraft Carrier. Originally a coaler christened the Jupiter, the mammoth vessel was refurbished for the purpose of conducting experiments in the new idea of seaborne aviation. At the outbreak of World War II, Langley was anchored off Cavite, Philippine Islands and was ordered to proceed to Balikpapan, Borneo, and Darwin, in Australia, where she assisted the RAAF in running antisubmarine patrols out of Darwin. She was then assigned to American-British-Dutch-Australian forces assembling in Indonesia to challenge the Japanese thrust in that direction. Early in the morning of February 27th, 1942, Langley rendezvoused with her usual antisubmarine screen of Navy destroyers as nine twin-engine enemy bombers attacked her. The first and second Japanese strikes were unsuccessful; but during the third Langley took five hits igniting several planes on the flight deck. After an unsuccessful attempt to extinguish the flames, the order to abandon ship was passed. The escorting destroyers fired nine four-inch shells and two torpedoes into the old tender to insure her sinking and she went down about seventy-five miles south of Tjilatjap with a loss of sixteen.",1922
April 30,"th, in just his fourth career start, Chicago White Sox pitcher Charlie Robertson pitches the fifth perfect game in Major League history. Chicago tops the Detroit Tigers, 2–0, at Navin Field in Detroit.",1922
August 25,"th, the Chicago Cubs managed to edge out the Philadelphia Phillies 26-23 in one of the worst combined pitching performances in baseball history. The game itself featured fifty-one hits, twenty-one walks, and nine errors with the Phillies stranding sixteen men on base and the Cubs leaving nine.",1922
July 7,", Max Carey of the Pirates had a ""good day at the plate"" when he collected six hits and three walks in a 9-for-9 times on base performance.",1922
September 15,", Butch Henline became the first modern National League player to hit three home runs during the same game!",1922
