Date,Description,Year
April 13,"th, Washington Senators ace Walter Johnson and Philadelphia Athletics knuckleballer Eddie Rommel met for what is still considered to be the greatest opening-day pitchers' duel in baseball history. After going head-to-head for fifteen grueling innings, Johnson emerged the 1-0 victor after fanning twelve batters.",1926
May 8,"th, the bleachers along the left field line at Fenway Park were partially destroyed by a fire. Surprisingly, the Red Sox management opted not to replace the seats.",1926
May 23,", Hack Wilson of the Chicago Cubs became the first player to hit a ball off the old scoreboard (four-hundred forty-seven feet away) at Wrigley Field.",1926
June 24,", Rogers Hornsby would get career hit number two-thousand — a bases-loaded game winner.",1926
