Date,Description,Year
April 30,"th, renamed ""Ted Williams Day"" at Boston's Fenway Park, ""Teddy Baseball"" played in his final game of the season before going overseas to serve in the Korean War as a Marine fighter pilot. Fittingly, in his last at-bat, the Red Sox slugger hit a game-winning, two-run home run off Detroit's Dizzy Trout for a 5-3 victory over the Tigers.",1952
September 29,"th, Stan Musial shocked the Cubs by making his first (and only) Major League pitching appearance. After beating Chicago's Frank Baumholtz for his sixth batting title, the St. Louis Cardinal's slugger decided to face his adversary from the mound. Baumholtz responded to the challenge with a clutch hit and managed to reach base on a fielding error en route to a 3-0 victory.",1952
June 15,", the St. Louis Cardinals were losing 11-0 versus the New York Giants at The Polo Grounds. Five innings later the score was 14-12 and the Cardinals were victorious in the greatest comeback game of the season.",1952
