Date,Description,Year
August 13,"th, the Pittsburgh Pirates and Brooklyn Dodgers played in perhaps, the most evenly matched game ever. Both teams finished the 8-8 tie (called on darkness) with exactly eight runs, thirteen hits, thirty-eight at bats, five strikeouts, three walks, one hit batter, one passed ball, thirteen assists, twenty-seven putouts and two errors with two pitchers used. [Box Score]",1910
June 28,", Joe Tinker stole home twice in the same game — a first in major league history — during a 11-1 Wrigley Field victory over the visiting Cincinnati Reds. Mordecai Brown was the winning Cubs pitcher.",1910
